title,views,log_views
Poll: Obamacare Support Breaks Even For First Time,30159,10.31423866507353
Sebelius: 80-90% Of Obamacare Enrollees Have Paid First Premium,3291,8.098946748943339
"Carney: If We Were 'Cooking The Books' On Obamacare, Wouldn't We Have Done It Sooner?",5866,8.676928249537397
Harry Reid Endorses Sen. Brian Schatz,2185,7.68937110752969
Paul Ryan Will Release His New Budget On Tuesday,1132,7.0317412587631285
CNN Pretends To Search For Missing Airplane From A Flight Simulator In Canada (VIDEO),5608,8.631949428714426
Silver: Dem's Farmer Remark Makes GOP Iowa Victory 'More Plausible',2734,7.9135210172838955
Powerful Ways And Means Committee Chairman Dave Camp To Retire,3878,8.263074835802596
Colbert Declares Victory: 'Dark Forces' Of #CancelColbert Have Been Thwarted (VIDEO),23565,10.067517839357832
Jersey GOPer Failed To File For Senate Race Because He Was Stuck In Traffic,3197,8.069968149059841
Fox News Corrects Misleading Obamacare Enrollment Graphic,13502,9.510593101601817
Bill Clinton Cops Hillary's Style And Her Meme,4259,8.356789669923213
Harry Reid: GOP Budget A Blueprint For 'Koch-Topia',1838,7.516433302915633
Chris Hayes-Bill O'Reilly Has All The Makings Of The Next Cable News Feud,16377,9.703633190449867
"GOP Senator Doubles Down: Yes, White House Is 'Cooking The Books' On Obamacare",3943,8.279697133877628
CHARTS: Support For The Death Penalty In America Is Shrinking,2448,7.803026643632218
'Fox And Friends' Hosts Tell Ted Cruz He's 'In A Minority' On Obamacare Repeal (VIDEO),11746,9.371268036082467
Obamacare Cuts Kentucky's Uninsured Rate By 40 Percent,48381,10.786862453648627
GOPer Attacks Primary Opponent: He Won't Say 'Repeal Obamacare',3253,8.087332926473351
Republicans Will Treat Even The Weakest Defense Of Obamacare As A Gaffe,5427,8.599141774063405
PHOTO: Obama Gets Good News On Obamacare Enrollment,5249,8.5657928612523
Pro-Gun Activists 'Spank' Cuomo Effigy At New York Rally,1695,7.4354380198145495
Florida GOP Candidate Moonlights As Vampire Role-Player 'Chazz Darling',42848,10.6654142484909
"Obamacare Sign-Ups: 7,041,000",8015,8.989070065043654
Rick Scott Fundraiser Founded Drug Clinic Closed Due To Abuse Reports,1623,7.392031567514591
Mary Landrieu: Obamacare Is Imperfect But Shows 'Great Promise',2103,7.651120175702701
"Paul Ryan: Obamacare Sign-Ups A 'Pyrrhic Victory,' Law Still A 'Fiasco'",8588,9.058121158998672
CNN's Missing Plane Coverage Turns Up Garbage (VIDEO),5311,8.577535420422398
"CNN Painstakingly Calculates It Could Take 2,995 Years To Find The Plane (VIDEO)",4726,8.460834457746854
Obama: 'There Are Still No Death Panels. Armageddon Has Not Arrived.',8226,9.015055148790367
Atlanta Archbishop Apologizes For $2.2 Million Home,17064,9.744726260151186
GOP Senator Asks How Equal Pay Bill Makes Sure Men Aren't Paid Less Than Women,11633,9.361601165816767
GOP Lawmaker Wants God To Get Credit For State Fossil,13485,9.50933323557383
Poll Unskewer: Obama Is Obviously Lying About Obamacare Enrollment,43189,10.673341112178942
Poll Shows Republicans Really Have No Idea What They Want Obama To Do With Russia,4415,8.392763113038061
Jon Stewart Wonders If CNN Looked Up 'Their Own A**holes' Yet For The Missing Jet,7070,8.863615758890619
Hobby Lobby's Retirement Plan Invests In Birth Control Manufacturers,10975,9.303375237943373
Scott Brown Makes New Hampshire Senate Run Officially Official,1171,7.065613363597717
Paul Ryan's 'Joke' Budget Doesn't Go Far Enough For Sarah Palin,21106,9.957312639231036
Supreme Court Strikes Down Aggregate Limits On Campaign Contributions,8778,9.080003870248179
Ted Cruz Has Reportedly Landed A Bigger Book Deal Than Palin,962,6.8690144506657065
CNN's Anderson Cooper: 'I Don’t Believe In Inheriting Money',31551,10.359360563188137
Wendy Davis Opponent Cites Charles Murray In Education Plan,3893,8.266935347610456
RNC Chair: McCutcheon Ruling A Victory For First Amendment,752,6.62273632394984
The White House Doesn't Expect Obamacare To Get Popular Anytime Soon,3487,8.156797046675651
Both Fort Hood Shooters Bought Their Guns At The Same Store,7107,8.868835492826895
Fallon Mocks Obamacare: 'Amazing' People Enrolled In Something 'Mandatory',17306,9.758808541166683
McConnell Opponent Surprised To Learn Cockfighting Event Wasn't States Rights Rally,12263,9.414341877762027
Poll: Obamacare More Popular Than Obama,3886,8.265135629937385
Drunk-Driving Alaska Priest Charged With Drugs And Weapons Offenses,3068,8.028781162487148
"Clinton Hopes That If There's An Alien Invasion, It Will At Least Unite The World (VIDEO)",1943,7.57198844937744
5.4 Million More Americans Have Gotten Insurance Since 2013: Study,4779,8.471986598578159
Dem Rep. Complains Congress Isn't Being Paid Enough To Live 'Decently' In Washington,8115,9.00146947994869
Robert Gibbs: Obamacare's Employer Mandate Will Not Go Into Effect,5525,8.617038526385954
Sarah Palin Delivers Some Vodka To Putin On 'The Tonight Show' (VIDEO),9049,9.110409533351133
Morning Joe: How Do You 'Accidentally Stumble' Into A  Cockfighting Rally?,4533,8.41913925094085
Koch Email Urges Employees To Share Boss' WSJ Op-ed,17986,9.79734895647446
Debunked Obamacare Jobs 'Costs' Claim Still Appearing In Anti-ACA Ads,1486,7.3038432252777055
Absolutely Positively Last Chance Obamacare Enrollment Deadline Set,2275,7.729735331385051
David Letterman Has Reportedly Announced His Retirement,12233,9.411892497046917
Humane Society Calls On McConnell Opponent To Withdraw After Speaking At Cockfighting Rally,2950,7.989560449333865
Priebus: SCOTUS Ruling 'Victory' For Candidates And Parties,2831,7.9483852851118995
David Ortiz's Selfie With Obama Was Also A Samsung Stunt,3349,8.116417072794205
Obama: GOP Budget Is A 'Stinkburger',13537,9.513181956185786
Fort Hood Officials Hold News Conference (WATCH LIVE),1370,7.22256601882217
Army Official: 'No Indication' Of Ties To Terrorism In Fort Hood Massacre,5485,8.609772372709331
Fort Hood Shooter Had .45-Caliber Pistol That Wasn't Registered On Base,1737,7.459914766241106
Hannity's Spring Break 'Investigation' Reveals How To Use A Beer Bong (VIDEO),12341,9.420682331453184
Reid Trolls McConnell As Obamacare Slashes Kentucky's Uninsured Rate,18365,9.818201958253768
Obama 'Heartbroken' There Was Another Shooting At Fort Hood,2359,7.765993079407675
Breitbart: Guy Who Called For Mass Killing Of Muslims Doesn't Work For Us,12506,9.433963808127245
Vulnerable Dem Senator Finds Way To Tout Obamacare Enrollment And Trash Obamacare Rollout,1804,7.497761700622568
"Fox Host: Bradley Cooper And Zach Galifianakis Should Support The Troops, Not Obamacare",16173,9.69109846411978
March Was First Month With No U.S. Combat Fatalities Since 2002,969,6.876264611890766
Dem Senate Candidate: SCOTUS Ruling Worst Since Dred Scott,2635,7.876638460975464
TV Networks Denied Obama Airtime To Tout Obamacare Enrollment,31749,10.365616507761834
Reports Of 'Active Shooter' At Fort Hood,3650,8.202482446576537
Rep. McCaul: Soldiers Should Be Able To Concealed-Carry At Fort Hood,1340,7.200424892944957
Rubio: Spanish Language Networks 'Have Become All-Out Advocates For Obamacare',3739,8.226573474977114
McConnell Challenger Bevin: The Founding Fathers Were 'Very Involved' In Cockfighting,11155,9.319643106866632
Report: Ex-Official At Center Of Bridge Scandal Is Cooperating With The Feds,34090,10.436759365131946
Neo-Confederate Choice For College President Prompts 'No Confidence' Vote From Faculty,18248,9.811810763964225
Harvey Milk Stamp Will Be First To Feature An Openly Gay Elected Official,12791,9.456497077599392
George Bush 'Annoyed' At Hacker Who Revealed His Paintings To The World (VIDEO),4790,8.474285690404962
Rubio Says He Won't Run For President And Senate At Same Time,2109,7.653969180478773
Obama Has Been Informed About Fort Hood Shooting,1286,7.1592919047975645
White House: Robert Gibbs Is Wrong About ACA's Employer Mandate,3148,8.054522609537294
Charles Koch Hits Back Against 'Un-American' Attacks,16093,9.686139673818497
King To Undocumented Immigrants: 'We Have A Bus For You To Tijuana',3923,8.274611946209552
"Megyn Kelly Won't Name Ft. Hood Shooter, But Is Fine With Describing His Ethnicity (VIDEO)",23009,10.043640722719534
Poll: Hagan Struggling Against GOPers in Senate Race,5011,8.519390774959724
GOP Rep. Pushes To Repeal Military Base Gun Ban After Fort Hood Shooting,1083,6.987490247000991
Jon Stewart Rips Apart Supreme Court's Campaign Donations Ruling (VIDEO),37358,10.528302357719248
Pro-Gun Okla. Lawmaker Takes Blame For Accidentally Shooting Fellow Hunter,3327,8.109826276018477
Senator Quips 'The Russians' Caused Embarrassing Committee Mix-Up,4578,8.429017500512511
Nancy Pelosi: SCOTUS Money Ruling 'Disillusioning To The Public',662,6.495265555937007
Dog Diss Inspired Inspired George Bush's Portrait Of Putin (VIDEO),3302,8.102283624480073
Bill O'Reilly Says He Wants To Beat Up Bill De Blasio,16265,9.696770838907453
WSJ Editors To Conservatives: Stop Acting Crazy Over Obamacare,22191,10.007442080255977
Spokesman Bails On Christie To Become Scott Brown's Campaign Manager,6357,8.757311846936409
'Be Quiet!' Medal Of Honor Vet Shuts Down Advocate For More Guns On Military Bases (VIDEO),58186,10.9714000549546
Texas Killer Fails To Convince Jurors By Using The Dick Cheney Defense,15132,9.62456698575292
Pat Buchanan Thinks God Is On Putin's Side,10309,9.240772579096383
'Art Of Diplomacy': George W. Bush Unveils Portraits Of World Leaders (PHOTOS),22770,10.033199159057784
Paul Ryan: We Can Totally Still Repeal Obamacare,25508,10.146747407435162
Ronan Farrow Demonstrates That MSNBC Can't Stop Talking About The Koch Bros (VIDEO),6298,8.74798740166097
WaPo: More Young Adults Signed Up For Obamacare Ahead Of Deadline,21979,9.997842731017274
BridgeGate Hits Next Level As Feds Launch Grand Jury Investigation,35682,10.482401638934649
GOP Candidate Touts Fake Phone Call From Obama In New Ad (VIDEO),42050,10.646614665401094
Bill Maher Slams SCOTUS Campaign Money Ruling: The 'Idiots' Have Won,24448,10.104303691966248
"Liz Cheney, Juan Williams Clash Over CIA Torture Report (VIDEO)",20774,9.941457483787756
Pelosi Says She Didn't 'Necessarily Want To Be Leader Again',1878,7.5379626597682075
Obama Commends Afghan People For High Turnout In 'Critical' Election,1271,7.147559271189453
Pelosi: Obamacare Employer Mandate Isn't Going Anywhere,2233,7.711101251840158
Pelosi On CIA Interrogation: 'Cheney Set A Tone' And 'He's Proud Of It',4134,8.327000740241713
"Hayden: Feinstein's Take On CIA Torture 'Emotional,' Not Necessarily Objective",4484,8.40827078419205
'SNL' Mocks 'Fox And Friends' And Its Climate Change Coverage (VIDEO),32658,10.393845127662257
King: Cheney 'Should Sit In A Waterboard' If He Thinks It's Not Torture,7558,8.930361883909434
Rahm Emanuel Flips Out When Asked About Healthcare.gov,25254,10.136739837998627
New York City Smells Like Smoke Because Of New Jersey,1371,7.223295679562313
Gallup: Uninsured Rate At 5-Year Low As Obamacare Coverage Takes Hold,3257,8.088561805276234
Bill Maher: 'Gay Mafia' 'Whacked' Ex-Mozilla CEO Brendan Eich,6454,8.772455372611908
White House: Obama Photo With David Ortiz Could Be 'End of All Selfies',3961,8.284251797621916
Jesse Jackson Jr. Transferred To Alabama Prison After Reported Dispute,3279,8.095293776844649
New York City Cops And Firefighters Brawl At Charity Hockey Game (VIDEOS),9075,9.113278659133053
SCOTUS Declines 'Religious Freedom' Case That Inspired Anti-Gay Bills,6263,8.742414582525411
Boehner Frantically Reassures Drudge That GOP Really Is Repealing Obamacare,15868,9.672059781634221
Poll: Dem Landrieu Leads All GOPers In The Field,3426,8.139148678884066
New Yorker Cover Depicts Obama Spoon-Feeding McConnell Medicine (PHOTO),12334,9.420114955551439
Oops: Scott Brown Forgets To List Party Affiliation On Campaign Doc,2980,7.99967857949945
Rand: Cheney Only Wanted To Invade Iraq After Working For Halliburton (VIDEO),5644,8.638348312972704
Glenn Beck Suggests Mitch McConnell Has A 'Progressive Disease',5075,8.532081803909987
Five Thirty Eight: Sen. Cochran 'Most Likely To Falter' Against GOP Challenger,4655,8.445697189711169
McAllister's Good News: Voters Hate Corruption More Than Cheating,802,6.687108607866515
Democrats: Breitbart's 'Disgusting' Nancy Pelosi Ad Is 'Disrespectful To All Women' (PHOTO),27455,10.220303579712972
Bill O'Reilly Warns That The Hippies Are Coming For Rich White Guys (VIDEO),11315,9.333884558067636
Residents Chase Westboro Baptist Church Protesters From Oklahoma Town (VIDEO),28408,10.254426074622925
"Biden Praises Teachers, Says He Slept With College Professor 'Every Night'",14850,9.605755144230846
Harry Reid Blasts Hayden For Saying Feinstein Is 'Too Emotional',4417,8.393216011596527
House GOP Leader Yanks Column From 'Inappropriate' Breitbart Site,7116,8.870101048785727
Gawker Says Kissing Congressman Confessed In Texts: 'I Messed Up',7473,8.919051803930289
Elizabeth Warren Slams Paul Ryan On Inner City Culture Comment (VIDEO),7805,8.962519832949534
"Bill Clinton, George W. Bush Pal Around At NCAA Final",1754,7.4696541729321275
Colbert Proudly Stands With Matt Bevin On Cockfighting Appearance,6196,8.731659201536761
"Jon Stewart Rips Cheney, Rumsfeld For Taking America 'Back To The Torture' (VIDEO)",6544,8.786303878282581
"Mika Brzezinski, GOP Spokeswoman Butt Heads Over Equal Pay (VIDEO)",12525,9.435481925953065
GOP Candidate: Women More Interested In Job Flexibility Than Equal Pay,18102,9.803777708387118
White House Defends Its Own Gender Pay Gap,10029,9.213236175088207
Court Rejects Louisiana's Bid To Stop Anti-Jindal Pro-Obamacare Billboard,25037,10.128110009729737
Pastor Says Office Manager Leaked Congressman's Kiss Video,16298,9.698797679880164
GOP Rep. Caught Kissing Staffer On Camera Asks For 'Forgiveness',22743,10.032012684724414
Al Sharpton: I Was No FBI Informant,1653,7.410347097821023
Maryland Poised To Decriminalize Weed After Legislature OKs Bill,2494,7.821643126239983
Scott Walker Wants To Finally Earn His College Degree,2347,7.760893195851023
Powerful Jersey Dem Flip Flops On The BridgeGate Investigation,20393,9.922946983692349
Fox News Host Calls UConn Basketball Team 'NAACP National Champs' (VIDEO),13258,9.492356422801336
Liz Cheney Hits Back At Pelosi: 'Her Spine Doesn't Seem To Reach Her Brain' (VIDEO),5617,8.633552992532431
Staffer Caught Kissing GOP Rep. Was Paid For 'Headquarter Cleaning',10746,9.282288871288769
"Furious Eric Holder Snaps At GOP Rep: 'You Don't Want To Go There, Buddy' (VIDEO)",46732,10.752184433837039
Mississippi Tea Party Candidate Mocks Whiny Minorities,37004,10.518781293891207
"Al Sharpton on FBI Work: I'm Not A Rat, 'I'm A Cat'",3966,8.285513309079741
Here's Joy Behar Brutally Roasting Chris Christie (VIDEO),35179,10.46820459264593
McConnell: Equal Pay For Women Is 'The Left's Latest Bizarre Obsession',9360,9.144200569471638
Iowa GOPer: 'Race An Issue' Preventing Obama Impeachment,9794,9.189525232262262
Fox News Host Defends CNN's Plane Coverage: It's Not Just For The Ratings,1638,7.401231264413014
Kerry And McCain Swap Teddy Roosevelt-Themed Insults (VIDEO),17853,9.789926840312962
Conservatives Make Hay Over White House's Gender Pay Gap 'Backfire',4294,8.364973978438726
The New York Daily News Dresses Al Sharpton Up Like A Cat (PHOTOS),2533,7.8371596500016745
Obamacare Enrollment Now: 7.5 Million,2715,7.906547232368037
Jilted Husband Says Kissing Congressman Is 'The Most Non-Religious Person I Know',47158,10.761258944930994
Bill O'Reilly Attacks 'Deceiver' Stephen Colbert For Income Inequality  'Lie' (VIDEO),29010,10.275395877115448
Poll: Republican Guvs Trail Dem Challengers In 5 Races,19046,9.854612384753992
"Rupert Murdoch Reveals His Top Choices For 2016, Says He 'Could Live With Hillary'",6357,8.757311846936409
Heritage Chief: It's Really The Constitution That Freed The Slaves,16834,9.73115592977152
GOPer Bashes Conservative Super PAC Attacks As Out Of Obama Playbook,1946,7.57353126274595
Louisiana GOP Chair Calls On Kissing Congressman To Resign,694,6.542471960506806
Feinstein: Hayden Calling Me 'Emotional' Is 'An Old Male Fallback',3593,8.186742787113518
Pelosi: 'Race' Part Of Why GOP Has Not Moved On Immigration,1605,7.380879035564116
Dem Senator Defends Koch Brothers: 'They're Not Breaking The Law' (VIDEO),3247,8.085486772102845
Stephen Colbert Will Replace David Letterman On 'Late Show',17305,9.758750756069443
Conservative Pundit Wonders Why Women Voters 'Are So Easily Fooled And Manipulated',15155,9.626085789491905
Life Imitates Art: Cleveland Indians Fan Encounters Native American Protester (PHOTO),5035,8.524168805152662
GEICOBAMACARE? The ACA Could Save You Money On Car Insurance,9097,9.115699967822064
"Huckabee: I'm Not Homophobic, I'm Just 'On The Right Side Of The Bible'",8807,9.083302138805461
Judge: Key BridgeGate Figures Don't Have To Give Documents To Lawmakers,13557,9.514658298079391
Rangel: The Tea Party Came To Power In Slave-Holding States (VIDEO),1204,7.093404625868766
Ex-McAllister Challenger: He Needs To Resign Now!,1187,7.079184394609668
Kissing Congressman May Ask Boehner For FBI Investigation Into Video Leak,8691,9.07004328643746
Reince Priebus Wants All Campaign Finance Caps Eliminated,1776,7.4821189235521155
Maine's GOP Governor Vetoes Medicaid Expansion For Third Time,8540,9.052516286782618
Poll: Most New Jersey Voters Think Christie Report Was A 'Whitewash',2513,7.829232537543592
Analysis: Top White House Women Out-Earn Their Male Colleagues,1537,7.337587743538597
"Krauthammer To GOP: Sorry, But It's Time To Move On From Benghazi (VIDEO)",14056,9.550804629866931
"Gohmert: It's Not 'Personal' With Holder, But He 'Persecutes'",3966,8.285513309079741
Top Google Images May Have Inspired Bush's Portraits Of World Leaders,4420,8.393894975071744
